Название товара;Артикул Ozon;Артикул продавца;Ссылка на товар;Бренд;Категория 1 уровня;Категория 3 уровня;Super-товар;Заказано на сумму, ₽;Динамика суммы заказов, %;Заказано товаров;Самая низкая цена, ₽;Средняя цена покупки, ₽;Упущенные продажи, ₽;Дней без остатка, дни;Среднесуточные продажи, ₽;Среднесуточные продажи, штуки;Схема работы;Среднее время доставки;Объем товара, л;Доля затрат на Ozon, FBO, %;Доля затрат на Ozon, FBS, %;Показы в поиске и каталоге;Посещения карточки товара;В корзину из поиска и каталога, %;В корзину из карточки, %;Доля рекламных расходов, %;Доля выкупа, %;Дата создания карточки товара
—;—;—;—;—;—;—;Приносят больше выручки и чаще продаются. А ещё за их поставки можно получить бонусы и скидки. Узнайте, какие Super-товары продают на Ozon сейчас;Общая стоимость заказанных товаров, включая отмены и возвраты. Для расчёта берём цену, которую заплатил покупатель, с учётом скидок продавца и покупателя;Как изменилась суммарная стоимость заказов в сравнении с предыдущим периодом;Общее количество заказанных товаров;Самая низкая цена, которую заплатил покупатель, с учётом скидок продавца и покупателя;Средняя цена, которую заплатил покупатель, с учётом скидок продавца и покупателя;Сколько выручки мог бы ещё получить продавец, если бы товар был на складе все 28 дней;Считаем сколько дней из последних 28 товар был в наличии;Средняя сумма заказов в сутки (ADS) — делим сумму всех продаж за 28 дней на количество дней, когда товар был в наличии. Не вычитаем возвраты и отмены;Среднее количество заказов в сутки — делим количество всех заказов за 28 дней на количество дней, когда товар был в наличии;Модель сотрудничества с Ozon — зависит от того, с чьего склада продаётся товар (Ozon или продавца) и кто доставляет заказ;Умножаем время доставки между кластерами по всем маршрутам на количество отправленных товаров за 28 дней. Затем суммируем полученные значения и делим на общее количество товаров;Сколько места занимает товар — чем больше объём, тем выше стоимость логистики и размещения товара на складе Ozon;Какой процент с продажи товара составляют расходы на Ozon. Считаем отдельно для схем FBO и FBS;Какой процент с продажи товара составляют расходы на Ozon. Считаем отдельно для схем FBO и FBS;Сколько раз покупатели посмотрели товар в поисковой выдаче и каталоге;Сколько раз покупатели перешли в карточку товара за последние 28 дней;Отношение количества добавлений товара в корзину к количеству просмотров в каталоге и поиске;Отношение количества просмотров карточки к количеству добавлений товара в корзину после просмотра;Процент расходов на продвижение товаров от суммы всех заказов;Процент заказанных товаров, которые не отменили и не вернули;—
Худи Cave Худи мужское;3038683853;390308-M;https://www.ozon.ru/product/3038683853;Cave;Одежда;Худи;Нет;392 905 ₽;-55%;129;308 ₽;3 046 ₽;0 ₽;5 из 28;12 933 ₽;4;FBO,FBS;29 ч;2,0;46,0%;53,0%;11 086;6 086;0,09%;7,32%;0,6%;48,0%;2025-10-29
Велосипедки BODEY Велосипедки;2181498250;37904200844;https://www.ozon.ru/product/2181498250;BODEY;Одежда;Велосипедки;Нет;392 900 ₽;+12%;216;19 ₽;1 819 ₽;0 ₽;14 из 28;13 884 ₽;8;FBO;39 ч;0,2;47,0%;54,0%;63 931;8 061;0,05%;8,05%;0,6%;57,4%;2025-05-24
Пижама;3142350094;SEYIUYLFDH;https://www.ozon.ru/product/3142350094;без бренда;Одежда;Пижама;Нет;392 876 ₽;+549%;823;96 ₽;477 ₽;0 ₽;0 из 28;0 ₽;0;FBS;0 ч;3,0;54,0%;86,0%;22 078;78 228;0,28%;6,83%;0,0%;93,0%;2025-11-22
Шуба искусственная iBERRY;3245102599;8587бордовый-5XL;https://www.ozon.ru/product/3245102599;iBERRY;Одежда;Шуба искусственная;Нет;392 870 ₽;+331%;46;6 999 ₽;8 541 ₽;47 144 ₽;25 из 28;15 715 ₽;2;FBO;71 ч;11,9;39,0%;52,0%;199 796;14 305;0,00%;1,91%;3,8%;26,0%;2025-12-16
Кофе в зернах 1 кг Coffesso ALLURE Premium, арабика/робуста, средняя обжарка;1350873544;102487;https://www.ozon.ru/product/1350873544;Coffesso;Продукты питания;Кофе в зернах;Нет;392 806 ₽;0%;296;822 ₽;1 327 ₽;0 ₽;27 из 28;13 964 ₽;11;FBO;52 ч;3,9;38,0%;47,0%;40 077;4 278;0,71%;16,43%;2,6%;96,5%;2023-12-20
Пальто Zarina;2352874910;ZR2509102240/27/XS;https://www.ozon.ru/product/2352874910;Zarina;Одежда;Пальто;Нет;392 796 ₽;+161%;123;2 761 ₽;3 193 ₽;43 062 ₽;18 из 28;14 354 ₽;4;FBO;75 ч;16,0;45,0%;61,0%;57 977;8 634;0,03%;4,62%;0,0%;47,1%;2025-06-24
Пуховик OHARA;2869595611;CD-25317 т.синий 44;https://www.ozon.ru/product/2869595611;OHARA;Одежда;Пуховик;Нет;392 789 ₽;-26%;32;10 969 ₽;12 275 ₽;29 269 ₽;23 из 28;14 634 ₽;1;FBO,FBS;37 ч;16,0;39,0%;52,0%;8 527;2 525;0,03%;4,31%;0,0%;31,2%;2025-09-18
Футболка Omsa;492009863;OmT_U 1201 Футболка, COTTON Bianco 48/L;https://www.ozon.ru/product/492009863;Omsa;Одежда;Футболка;Нет;392 787 ₽;-35%;652;48 ₽;602 ₽;0 ₽;10 из 28;13 581 ₽;23;FBO,FBS;31 ч;1,1;58,0%;74,0%;3 828;6 785;2,14%;18,23%;0,0%;76,9%;2022-02-10
Джинсы TRUE BALANCE классические, плотность 410 гр/м2;2796576288;TB1043синий_54;https://www.ozon.ru/product/2796576288;TRUE BALANCE;Одежда;Джинсы;Нет;392 786 ₽;-11%;196;1 712 ₽;2 004 ₽;0 ₽;8 из 28;13 885 ₽;7;FBO;30 ч;4,0;49,0%;57,0%;9 489;4 034;0,07%;13,13%;0,0%;28,5%;2025-09-02
Костюм спортивный KillaMetr Костюм;1717065616;КЮсерый_m-l;https://www.ozon.ru/product/1717065616;KillaMetr;Одежда;Костюм спортивный;Нет;392 699 ₽;+161%;111;2 554 ₽;3 538 ₽;0 ₽;10 из 28;13 640 ₽;4;FBO;35 ч;7,9;49,0%;57,0%;185 977;12 509;0,01%;3,75%;3,9%;40,5%;2024-10-07
Джинсы Zeem скинни;2281907978;скинни/серый/28;https://www.ozon.ru/product/2281907978;Zeem;Одежда;Джинсы;Нет;392 696 ₽;+2%;172;1 793 ₽;2 283 ₽;0 ₽;8 из 28;13 938 ₽;6;FBO;29 ч;2,9;48,0%;55,0%;4 016;13 263;0,37%;5,54%;0,0%;38,3%;2025-06-12
Свитер NORTHERN BERRY Для взрослых;1222039159;Свитер_орнамент_молния_корич_50;https://www.ozon.ru/product/1222039159;NORTHERN BERRY;Одежда;Свитер;Нет;392 658 ₽;-52%;132;2 316 ₽;2 975 ₽;29 989 ₽;17 из 28;14 994 ₽;5;FBO;56 ч;1,0;45,0%;50,0%;48 240;9 551;0,05%;4,58%;1,3%;53,7%;2023-10-04
Рашгард Bona Fide спортивный пушап укороченный с длинным рукавом;759445821;BFR-044-229-001_S;https://www.ozon.ru/product/759445821;Bona Fide;Одежда;Рашгард;Нет;392 649 ₽;-3%;124;2 258 ₽;3 167 ₽;0 ₽;5 из 28;12 346 ₽;4;FBO;30 ч;2,3;46,0%;53,0%;26 085;12 051;0,14%;4,51%;1,8%;39,5%;2022-10-24
Джинсы WEARELSts МОМ;1618458646;AMERICAN-WOMANS-JEANS-MOM-BLACK31;https://www.ozon.ru/product/1618458646;WEARELSts;Одежда;Джинсы;Нет;392 636 ₽;+105%;197;0 ₽;1 993 ₽;0 ₽;17 из 28;13 659 ₽;7;FBO;47 ч;1,5;48,0%;55,0%;22 973;3 182;0,07%;17,03%;0,0%;30,4%;2024-07-02
Пуховик Снежная Королева;2481925882;78763800344;https://www.ozon.ru/product/2481925882;Снежная Королева;Одежда;Пуховик;Нет;392 623 ₽;-3%;35;9 480 ₽;11 218 ₽;218 124 ₽;27 из 28;21 812 ₽;2;FBO;70 ч;10,8;39,0%;52,0%;7 764;1 941;0,14%;6,64%;0,0%;34,2%;2025-07-16
Рубашка SAYLOVE;1867675231;SL10голубой 48 размер;https://www.ozon.ru/product/1867675231;SAYLOVE;Одежда;Рубашка;Нет;392 561 ₽;+88%;289;97 ₽;1 358 ₽;0 ₽;7 из 28;14 028 ₽;10;FBO;28 ч;1,5;50,0%;59,0%;23 592;10 255;0,05%;15,51%;0,0%;56,4%;2025-02-11
Куртка Yarmarka palto зимняя;734984721;0310221425_52темно-синий;https://www.ozon.ru/product/734984721;Yarmarka palto;Одежда;Куртка;Нет;392 561 ₽;+24%;61;5 203 ₽;6 435 ₽;0 ₽;22 из 28;12 761 ₽;2;FBO;57 ч;17,5;42,0%;56,0%;7 927;2 664;0,02%;8,67%;0,0%;24,5%;2022-10-05
Шуба искусственная Ultimate shop;2776746276;A03-2000-black-KOR-KAP-42;https://www.ozon.ru/product/2776746276;Ultimate shop;Одежда;Шуба искусственная;Нет;392 542 ₽;-51%;46;6 700 ₽;8 534 ₽;0 ₽;11 из 28;13 700 ₽;2;FBO,FBS;28 ч;41,8;45,0%;60,0%;32 542;6 355;0,02%;2,69%;0,0%;26,0%;2025-08-29
Пуховик Снежная Королева;2481704631;79023300350;https://www.ozon.ru/product/2481704631;Снежная Королева;Одежда;Пуховик;Нет;392 502 ₽;+42%;55;6 107 ₽;7 136 ₽;105 266 ₽;23 из 28;17 544 ₽;2;FBO;55 ч;10,8;40,0%;53,0%;27 681;8 786;0,04%;3,82%;0,0%;27,2%;2025-07-16
Шуба искусственная SEYFRIED BRAND под норку;1286201369;2211/черныйXL;https://www.ozon.ru/product/1286201369;SEYFRIED BRAND;Одежда;Шуба искусственная;Нет;392 479 ₽;-49%;27;13 563 ₽;14 536 ₽;99 058 ₽;25 из 28;16 510 ₽;1;FBO;61 ч;43,2;42,0%;55,0%;5 751;1 672;0,06%;6,04%;0,0%;37,0%;2023-11-11
Легинсы Yokefit;1848236540;LEGPUSHREZBLACKS;https://www.ozon.ru/product/1848236540;Yokefit;Одежда;Легинсы;Нет;392 439 ₽;+252%;312;0 ₽;1 258 ₽;0 ₽;8 из 28;13 694 ₽;11;FBO;32 ч;1,1;49,0%;58,0%;85 531;18 043;0,05%;4,96%;6,7%;55,7%;2025-01-26
Пуховик ПАЛЕТО;1194050777;105-22SD черный 48;https://www.ozon.ru/product/1194050777;ПАЛЕТО;Одежда;Пуховик;Нет;392 394 ₽;-12%;68;4 669 ₽;5 771 ₽;228 295 ₽;27 из 28;20 754 ₽;4;FBO;74 ч;13,9;41,0%;54,0%;16 510;3 251;0,03%;7,32%;0,0%;27,9%;2023-09-16
Пуховик;2834026558;2212черный 44;https://www.ozon.ru/product/2834026558;без бренда;Одежда;Пуховик;Нет;392 377 ₽;+18%;74;4 349 ₽;5 302 ₽;0 ₽;13 из 28;12 853 ₽;2;FBO;50 ч;19,2;43,0%;58,0%;79 539;23 295;0,01%;1,18%;2,7%;31,0%;2025-09-10
Джинсы Zeem широкие;1796236712;широкие/черные/34;https://www.ozon.ru/product/1796236712;Zeem;Одежда;Джинсы;Нет;392 375 ₽;+11%;115;2 800 ₽;3 412 ₽;0 ₽;4 из 28;13 771 ₽;4;FBO;29 ч;2,2;46,0%;53,0%;4 663;2 255;0,12%;20,39%;0,0%;51,3%;2024-12-21
Джинсы Zeem широкие;1831714015;широкие/коричневый/34;https://www.ozon.ru/product/1831714015;Zeem;Одежда;Джинсы;Нет;392 338 ₽;+9%;104;3 087 ₽;3 772 ₽;0 ₽;15 из 28;13 735 ₽;4;FBO;40 ч;2,2;46,0%;52,0%;10 482;3 884;0,18%;20,72%;0,0%;53,8%;2025-01-14
Брюки Mil.Story;2576675740;Бшоколад42;https://www.ozon.ru/product/2576675740;Mil.Story;Одежда;Брюки;Нет;392 274 ₽;-5%;304;1 038 ₽;1 290 ₽;0 ₽;13 из 28;13 737 ₽;11;FBO;39 ч;3,5;51,0%;61,0%;45 149;16 663;0,07%;4,80%;0,0%;34,8%;2025-07-30
Брюки прямые NKRETAILER PREMIUM;2957964703;болоневые-штаны-50;https://www.ozon.ru/product/2957964703;NKRETAILER;Одежда;Брюки;Нет;392 239 ₽;-31%;192;1 424 ₽;2 043 ₽;0 ₽;21 из 28;13 504 ₽;7;FBO;44 ч;2,2;48,0%;56,0%;7 676;2 864;0,23%;14,90%;0,0%;40,1%;2025-10-11
Куртка CosmoTex;3052648028;ШКО010525;https://www.ozon.ru/product/3052648028;CosmoTex;Одежда;Куртка;Нет;392 196 ₽;+6%;36;8 683 ₽;10 894 ₽;14 526 ₽;21 из 28;14 526 ₽;1;FBO,FBS;38 ч;21,0;40,0%;53,0%;9 962;2 934;0,03%;4,22%;0,0%;41,6%;2025-11-01
Брюки палаццо LAINA женские зимние;2838555398;L/W25-W1-387/черный/42;https://www.ozon.ru/product/2838555398;LAINA;Одежда;Брюки;Нет;392 155 ₽;-33%;223;1 183 ₽;1 759 ₽;0 ₽;22 из 28;13 794 ₽;8;FBO;41 ч;1,5;50,0%;59,0%;17 081;5 720;0,21%;11,76%;0,0%;51,5%;2025-09-11
Платье KatyPretty Платье трикотажное;2811531731;MysКапучино_M;https://www.ozon.ru/product/2811531731;KatyPretty;Одежда;Платье;Нет;392 146 ₽;+31%;115;2 916 ₽;3 410 ₽;0 ₽;21 из 28;14 278 ₽;4;FBO;51 ч;5,2;47,0%;54,0%;42 064;18 727;0,00%;2,95%;0,0%;26,9%;2025-09-05
Шуба искусственная Снежная Королева;2496144506;79117800342;https://www.ozon.ru/product/2496144506;Снежная Королева;Одежда;Шуба искусственная;Нет;392 134 ₽;+16%;19;18 144 ₽;20 639 ₽;58 269 ₽;25 из 28;14 567 ₽;1;FBO,FBS;105 ч;10,8;38,0%;50,0%;15 699;1 172;0,05%;6,39%;0,0%;31,5%;2025-07-18
Дубленка искусственная TRIOZIMA;3152720648;25975-54;https://www.ozon.ru/product/3152720648;TRIOZIMA;Одежда;Дубленка искусственная;Нет;392 073 ₽;-13%;25;12 447 ₽;15 683 ₽;94 016 ₽;26 из 28;15 669 ₽;1;FBO;84 ч;24,0;39,0%;52,0%;4 883;1 488;0,00%;12,90%;0,0%;28,0%;2025-11-25
Куртка Shark Force SF2526;2913176552;1073U2854;https://www.ozon.ru/product/2913176552;Shark Force;Одежда;Куртка;Нет;392 065 ₽;-19%;19;18 335 ₽;20 635 ₽;41 963 ₽;24 из 28;14 741 ₽;1;FBO;28 ч;10,6;38,0%;50,0%;229 053;8 172;0,00%;1,56%;9,2%;26,3%;2025-09-28
Куртка DEPLAZA;1831588268;куртка205бежXXL;https://www.ozon.ru/product/1831588268;DEPLAZA;Одежда;Куртка;Нет;392 035 ₽;+14%;63;5 472 ₽;6 223 ₽;14 309 ₽;21 из 28;14 309 ₽;2;FBO;43 ч;5,5;39,0%;52,0%;10 985;10 412;0,10%;6,99%;0,0%;46,0%;2025-01-14
Куртка Zolla;2938847016;z02543510L0941002_M;https://www.ozon.ru/product/2938847016;Zolla;Одежда;Куртка;Нет;392 004 ₽;-9%;96;3 176 ₽;4 083 ₽;28 599 ₽;16 из 28;14 300 ₽;4;FBO;38 ч;18,5;44,0%;60,0%;61 837;13 216;0,03%;3,81%;0,0%;17,7%;2025-10-07
Брюки карго Fila;1836147146;MVLKDCUBO4;https://www.ozon.ru/product/1836147146;Fila;Одежда;Брюки;Нет;391 975 ₽;-9%;163;201 ₽;2 405 ₽;0 ₽;16 из 28;13 641 ₽;6;FBO;30 ч;5,2;49,0%;57,0%;12 983;5 032;0,18%;8,78%;0,0%;41,7%;2025-01-17
Костюм классический DOUX SAINT костюмы doux saint ;1674613256;knitwear_kostum11_choko_S;https://www.ozon.ru/product/1674613256;DOUX SAINT;Одежда;Костюм классический;Нет;391 917 ₽;+32%;149;1 483 ₽;2 630 ₽;0 ₽;17 из 28;13 623 ₽;5;FBO;46 ч;4,6;48,0%;56,0%;147 197;26 827;0,03%;2,22%;1,4%;42,2%;2024-08-29
Брюки прямые;3027750187;301-98-32;https://www.ozon.ru/product/3027750187;без бренда;Одежда;Брюки;Нет;391 763 ₽;-55%;180;1 609 ₽;2 176 ₽;66 268 ₽;24 из 28;16 567 ₽;8;FBO;56 ч;4,5;50,0%;58,0%;121 354;13 957;0,01%;3,37%;6,8%;47,2%;2025-10-27
Брюки прямые;1918449995;н30-серый-M;https://www.ozon.ru/product/1918449995;без бренда;Одежда;Брюки;Нет;391 737 ₽;+93%;323;32 ₽;1 213 ₽;0 ₽;24 из 28;13 718 ₽;11;FBO,FBS;42 ч;3,9;50,0%;60,0%;51 772;10 045;0,20%;11,85%;0,0%;62,5%;2025-03-06
Лонгслив Особы Стиль Базовая коллекция;1410156259;ДЖ.05.К(48);https://www.ozon.ru/product/1410156259;Особы Стиль;Одежда;Лонгслив;Нет;391 734 ₽;-9%;307;953 ₽;1 276 ₽;64 038 ₽;26 из 28;16 010 ₽;13;FBO,FBS;67 ч;2,6;50,0%;60,0%;15 295;23 702;0,16%;5,92%;1,4%;61,8%;2024-01-30
Джинсы The80`s   Багги;1704162293;TBG_T80_62_27;https://www.ozon.ru/product/1704162293;The80`s;Одежда;Джинсы;Нет;391 721 ₽;+56%;125;2 604 ₽;3 134 ₽;0 ₽;4 из 28;13 526 ₽;4;FBO;28 ч;4,8;48,0%;54,0%;16 776;6 023;0,10%;6,75%;0,0%;50,4%;2024-09-25
Джинсы REEZ JEANS Джинсы мужские бананы;2801821726;077-3_34;https://www.ozon.ru/product/2801821726;REEZ JEANS;Одежда;Джинсы;Нет;391 694 ₽;-22%;102;3 165 ₽;3 840 ₽;13 651 ₽;19 из 28;13 651 ₽;4;FBO;64 ч;3,0;46,0%;52,0%;2 930;2 690;0,47%;9,62%;0,4%;37,2%;2025-09-03
Платье PROFET;2969657270;платьеовер;https://www.ozon.ru/product/2969657270;PROFET;Одежда;Платье;Нет;391 670 ₽;+29%;146;2 026 ₽;2 683 ₽;0 ₽;19 из 28;13 678 ₽;5;FBO;51 ч;3,6;47,0%;54,0%;117 018;21 422;0,02%;3,45%;1,3%;49,3%;2025-10-14
Джинсы BIGAR Джинсы мужские бананы;2007141482;НТ/серый 29;https://www.ozon.ru/product/2007141482;BIGAR;Одежда;Джинсы;Нет;391 663 ₽;-43%;141;2 129 ₽;2 778 ₽;0 ₽;3 из 28;13 777 ₽;5;FBO;28 ч;6,0;49,0%;57,0%;29 377;3 827;0,04%;8,77%;0,0%;48,9%;2025-04-07
Дубленка искусственная Zolla;2873730487;z02541550L0748900_L;https://www.ozon.ru/product/2873730487;Zolla;Одежда;Дубленка искусственная;Нет;391 653 ₽;-16%;63;4 798 ₽;6 217 ₽;13 815 ₽;22 из 28;13 815 ₽;2;FBO;64 ч;28,8;45,0%;60,0%;14 653;5 978;0,19%;13,26%;0,0%;41,2%;2025-09-19
Комплект верхней одежды Fitem;1769227427;М243/мятный/индиго_44;https://www.ozon.ru/product/1769227427;Fitem;Одежда;Комплект верхней одежды;Нет;391 528 ₽;+79%;28;12 871 ₽;13 983 ₽;262 917 ₽;23 из 28;23 902 ₽;2;FBO;39 ч;32,1;41,0%;54,0%;26 026;2 693;0,00%;3,89%;0,0%;42,8%;2024-11-27
Лонгслив Little Secret премиум хлопок, плотный;2633946222;uz500272 ONE SIZE, MNZ2123 (Розовый);https://www.ozon.ru/product/2633946222;Little Secret;Одежда;Лонгслив;Нет;391 487 ₽;+61%;236;1 071 ₽;1 659 ₽;0 ₽;17 из 28;13 763 ₽;8;FBO,FBS;50 ч;2,7;49,0%;57,0%;36 114;12 897;0,14%;7,41%;0,0%;66,1%;2025-08-07
Рубашка Brostem;2276820516;YW-4711A*_ТЕМНО-СЕРЫЙ_L_OTP;https://www.ozon.ru/product/2276820516;Brostem;Одежда;Рубашка;Нет;391 477 ₽;+249%;345;459 ₽;1 135 ₽;0 ₽;17 из 28;13 768 ₽;12;FBO;34 ч;1,2;50,0%;59,0%;135 066;14 508;0,02%;5,56%;3,1%;53,3%;2025-06-12
Костюм классический Sasheline женский офисный с длинной юбкой и жилеткой;2755371878;KostumZhiletkaUbka2507син М;https://www.ozon.ru/product/2755371878;Sasheline;Одежда;Костюм классический;Нет;391 451 ₽;+63%;83;4 015 ₽;4 716 ₽;0 ₽;12 из 28;13 011 ₽;3;FBO;51 ч;0,7;45,0%;51,0%;26 397;10 383;0,08%;4,40%;0,0%;39,7%;2025-08-26
Комплект одежды MARA pluse костюм кашемировый;2498563775;07MA07КK07-52;https://www.ozon.ru/product/2498563775;MARA pluse;Одежда;Комплект одежды;Нет;391 435 ₽;+286%;91;3 467 ₽;4 301 ₽;63 909 ₽;24 из 28;15 977 ₽;4;FBO;58 ч;9,9;48,0%;55,0%;21 289;6 817;0,11%;16,72%;0,0%;50,5%;2025-07-18
Комплект одежды LDLATTE;3107563422;LD10.12_твид_пыш_черный 176379304 42;https://www.ozon.ru/product/3107563422;LDLATTE;Одежда;Комплект одежды;Нет;391 422 ₽;+20%;98;3 045 ₽;3 994 ₽;0 ₽;8 из 28;13 105 ₽;3;FBO;48 ч;1,6;46,0%;51,0%;34 808;5 635;0,04%;5,82%;0,0%;40,8%;2025-11-14
Куртка Northland;2496980014;4C87QDZWMS;https://www.ozon.ru/product/2496980014;Northland;Одежда;Куртка;Нет;391 420 ₽;+132%;70;3 992 ₽;5 592 ₽;0 ₽;20 из 28;13 050 ₽;2;FBO;50 ч;19,8;44,0%;59,0%;39 794;6 873;0,02%;3,18%;0,2%;45,5%;2025-07-18
Кофе в зернах 1 кг BANDITO;2353955902;эф;https://www.ozon.ru/product/2353955902;BANDITO TEAM;Продукты питания;Кофе в зернах;Нет;391 416 ₽;-60%;352;604 ₽;1 112 ₽;0 ₽;26 из 28;13 941 ₽;13;FBO;52 ч;7,2;44,0%;57,0%;35 236;8 054;0,44%;9,17%;0,0%;98,5%;2025-06-24
Брюки Happyfox школьные для девочек;1114552845;00-00692565;https://www.ozon.ru/product/1114552845;Happyfox;Одежда;Брюки;Нет;391 389 ₽;+125%;399;0 ₽;981 ₽;0 ₽;5 из 28;13 948 ₽;14;FBO;29 ч;4,7;55,0%;68,0%;7 354;5 633;0,66%;21,62%;0,0%;51,6%;2023-08-02
Пиджак ЛЕТОМАЙ шерстяной укороченный;2863343146;ЖАК25белM;https://www.ozon.ru/product/2863343146;ЛЕТОМАЙ;Одежда;Пиджак;Нет;391 388 ₽;+62%;92;3 320 ₽;4 254 ₽;13 713 ₽;17 из 28;13 713 ₽;3;FBO;64 ч;6,6;47,0%;54,0%;20 820;3 935;0,08%;9,52%;0,0%;43,4%;2025-09-17
Пуховик adidas Sportswear Ess Light Down Hd Jkt;1067066900;HZ5723;https://www.ozon.ru/product/1067066900;adidas Sportswear;Одежда;Пуховик;Нет;391 354 ₽;-18%;68;1 ₽;5 755 ₽;0 ₽;0 из 28;0 ₽;0;FBO;0 ч;6,5;40,0%;52,0%;116 159;12 565;0,01%;2,37%;0,4%;0,0%;0001-01-01
Куртка GNEDOVSKAYA Зима;2354176954;252/GR_2XL;https://www.ozon.ru/product/2354176954;GNEDOVSKAYA;Одежда;Куртка;Нет;391 347 ₽;+18%;61;4 649 ₽;6 416 ₽;0 ₽;16 из 28;13 767 ₽;2;FBO;51 ч;17,1;42,0%;56,0%;16 026;10 574;0,03%;2,06%;0,0%;29,5%;2025-06-24
Легинсы леггинсы;2617226806;Л2;https://www.ozon.ru/product/2617226806;без бренда;Одежда;Легинсы;Нет;391 331 ₽;-88%;861;1 ₽;455 ₽;0 ₽;25 из 28;13 745 ₽;30;FBO;71 ч;1,7;52,0%;83,0%;77 480;34 371;0,10%;7,38%;0,0%;67,4%;2025-08-05
Костюм спортивный DizzyLizzy спортивный костюм;1653882028;DL-КФ-03-48;https://www.ozon.ru/product/1653882028;DizzyLizzy;Одежда;Костюм спортивный;Нет;391 314 ₽;-53%;130;2 308 ₽;3 010 ₽;0 ₽;5 из 28;14 032 ₽;5;FBO;30 ч;15,6;52,0%;62,0%;65 152;13 486;0,02%;2,83%;0,5%;37,6%;2024-08-09
Шорты облегающие Через не могу Тайтсы;1669680065;ШССер-1/XL;https://www.ozon.ru/product/1669680065;Через не могу;Одежда;Шорты;Нет;391 285 ₽;+75%;288;1 028 ₽;1 359 ₽;0 ₽;7 из 28;13 776 ₽;10;FBO;30 ч;1,3;48,0%;56,0%;12 045;9 249;0,20%;6,05%;0,3%;56,9%;2024-08-25
Пиджак;2639577916;ПиджЖен-01,капучино р.50;https://www.ozon.ru/product/2639577916;без бренда;Одежда;Пиджак;Нет;391 278 ₽;+160%;142;2 320 ₽;2 755 ₽;46 298 ₽;17 из 28;15 433 ₽;6;FBO;45 ч;6,3;50,0%;59,0%;108 366;11 886;0,02%;5,11%;5,3%;40,1%;2025-08-08
Анорак Reaktiv Сноуборд и горные лыжи;1440154560;АноракЧерно-БелыйXS;https://www.ozon.ru/product/1440154560;Reaktiv;Одежда;Анорак;Нет;391 277 ₽;-1%;48;6 133 ₽;8 152 ₽;13 818 ₽;23 из 28;13 818 ₽;2;FBO,FBS;54 ч;10,0;39,0%;52,0%;48 674;11 355;0,02%;1,74%;2,2%;33,3%;2024-02-28
Худи Nike M NK TCH FLC FZ WR HOODIE;2517390485;HV0949-010;https://www.ozon.ru/product/2517390485;Nike;Одежда;Худи;Нет;391 265 ₽;-19%;26;12 606 ₽;15 049 ₽;0 ₽;0 из 28;0 ₽;0;FBO;0 ч;1,8;44,0%;49,0%;644;2 048;0,62%;3,46%;0,0%;0,0%;0001-01-01
Кофе в зернах 1 кг KOF Эфиопия Белионахи, арабика 100%, свежая средняя обжарка, ягоды и бергамот;1844769860;1000089333;https://www.ozon.ru/product/1844769860;KOF.;Продукты питания;Кофе в зернах;Нет;391 241 ₽;-8%;197;1 229 ₽;1 986 ₽;0 ₽;23 из 28;13 222 ₽;7;FBO;36 ч;2,7;36,0%;43,0%;92 487;3 617;0,07%;7,99%;11,9%;96,9%;2025-01-23
Кофе в зёрнах EGOISTE Captain, 250 г;1527176549;EG25012039;https://www.ozon.ru/product/1527176549;EGOISTE;Продукты питания;Кофе в зернах;Нет;391 201 ₽;-46%;624;1 ₽;627 ₽;0 ₽;0 из 28;0 ₽;0;FBO;0 ч;1,7;39,0%;49,0%;79 435;13 868;0,39%;7,54%;13,2%;0,0%;0001-01-01
Куртка Zarina;2811873264;ZR2511102216/60/M;https://www.ozon.ru/product/2811873264;Zarina;Одежда;Куртка;Нет;391 166 ₽;-38%;80;4 351 ₽;4 890 ₽;132 825 ₽;25 из 28;18 975 ₽;4;FBO;49 ч;39,1;51,0%;70,0%;31 313;5 313;0,02%;6,24%;0,0%;37,5%;2025-09-05
Костюм классический Bobby pin Мир моды;1620416790;Костюм брючный классика Шоколад50;https://www.ozon.ru/product/1620416790;Bobby pin;Одежда;Костюм классический;Нет;391 153 ₽;+102%;65;5 010 ₽;6 018 ₽;0 ₽;12 из 28;13 156 ₽;2;FBO;37 ч;6,7;46,0%;52,0%;26 339;4 434;0,04%;8,27%;0,0%;35,3%;2024-07-04
Куртка adidas Sportswear ESS INS HO JKT;273096976;GH4601;https://www.ozon.ru/product/273096976;adidas Sportswear;Одежда;Куртка;Нет;391 140 ₽;+3%;75;1 ₽;5 215 ₽;0 ₽;0 из 28;0 ₽;0;FBO;0 ч;20,8;43,0%;58,0%;114 384;7 524;0,01%;3,57%;0,0%;0,0%;0001-01-01
Кардиган Кардиганы;2015566385;Аиша-белый;https://www.ozon.ru/product/2015566385;без бренда;Одежда;Кардиган;Нет;391 129 ₽;-8%;274;978 ₽;1 427 ₽;0 ₽;13 из 28;13 886 ₽;10;FBO;44 ч;4,5;53,0%;63,0%;152 597;34 339;0,02%;4,26%;3,1%;55,1%;2025-04-09
